SessionID,ExposureID,TrafficChannel,SessionDuration,Bounced,PagesperSession,AdDate,CreativeID,ExposureID_1,AdFormat,Viewable,WasClicked,Conversion,SpendonExposure,RevenueGenerated,UserID,ExposureID_2,SegmentType,Age,Gender,Income,OperatingSystem,Device,Browser,Location(DMA)
GKKRDLE2SD,P2557385,Paid Search,328,No,4,21-Aug,C0006,P2557385,Video,Yes,Yes,Yes,638,260,UoBI9,P2557385,1P Audience,44,Female,109588,Android,Smartphone,Microsoft Edge,"Milwaukee, Wisconsin"
EK9FLCJ8Y7,P6667635,Display,96,No,2,21-Apr,C0243,P6667635,Video,Yes,No,No,675,0,U7qLk,P6667635,Custom Audience,32,Female,63397,Android,Tablet,Microsoft Edge,"Milwaukee, Wisconsin"
NNIP5DGT0W,P7500638,Paid Search,111,No,3,21-Feb,C0154,P7500638,Banner,No,No,No,776,0,UBROm,P7500638,1P Audience,43,Female,85682,Windows,Desktop,Microsoft Edge,"Milwaukee, Wisconsin"
PKKTDK8NDD,O7807853,Direct,72,No,2,21-Sep,C0025,O7807853,Carousel,No,No,No,0,0,UKppG,O7807853,1P Audience,24,Male,44469,Windows,Laptop,Microsoft Edge,"Milwaukee, Wisconsin"
3GM0OEAQ9G,P3460375,Display,134,Yes,3,21-Aug,C0044,P3460375,Banner,Yes,Yes,No,389,0,U05u0,P3460375,3P Audience,54,Male,135634,Android,Tablet,Microsoft Edge,"Milwaukee, Wisconsin"
ZSTD9X784F,P3076235,Display,312,No,5,21-Jul,C0114,P3076235,Carousel,Yes,Yes,Yes,478,219,UoxaA,P3076235,Custom Audience,41,Female,106203,iOS,Tablet,Safari,"Green Bay, Wisconsin"
18T8P33DG4,P6500240,Display,134,Yes,2,21-Jul,C0163,P6500240,Video,No,No,No,162,0,UJI5N,P6500240,1P Audience,35,Male,74721,Android,Smartphone,Microsoft Edge,"Madison, Wisconsin"
50267Q42J9,P8018387,Display,160,No,1,21-Aug,C0028,P8018387,Carousel,Yes,Yes,No,480,0,UPuU0,P8018387,Custom Audience,33,Female,69066,Windows,Laptop,Microsoft Edge,"Green Bay, Wisconsin"
DICHR3KMOF,P3115128,Paid Search,492,No,5,21-Jan,C0002,P3115128,Video,Yes,Yes,Yes,390,885,U2vEg,P3115128,3P Audience,39,Male,100292,Android,Tablet,Microsoft Edge,"Madison, Wisconsin"
HM9W56DAFV,P6962338,Paid Search,142,No,3,21-Oct,C0229,P6962338,Banner,Yes,Yes,No,295,0,U7qYE,P6962338,Custom Audience,49,Female,191723,iOS,Tablet,Safari,"Madison, Wisconsin"
2M94IUWX6B,P7784718,Paid Search,165,No,3,21-Apr,C0096,P7784718,Banner,No,No,No,523,0,UKppG,P7784718,1P Audience,24,Male,44469,macOS,Laptop,Microsoft Edge,"Green Bay, Wisconsin"
2U3KA2TDS6,O8380459,Direct,124,No,2,21-Dec,C0167,O8380459,Video,No,No,No,0,0,UQrVj,O8380459,1P Audience,28,Male,74286,Android,Smartphone,Microsoft Edge,"Madison, Wisconsin"
BT1E3KELOS,O1237079,Referral,170,No,2,21-Apr,C0241,O1237079,Video,Yes,No,No,0,0,UG4UK,O1237079,1P Audience,21,Male,43705,Android,Tablet,Microsoft Edge,"Madison, Wisconsin"
7HNXEN4EZJ,P8805637,Display,89,No,3,21-Apr,C0077,P8805637,Carousel,Yes,No,No,858,0,UbTIA,P8805637,Custom Audience,29,Female,62114,iOS,Tablet,Safari,"Madison, Wisconsin"
VHTOSSP1VA,P2313459,Paid Search,80,No,3,21-Dec,C0226,P2313459,Banner,No,No,No,364,0,UemQd,P2313459,1P Audience,27,Female,63855,Android,Tablet,Microsoft Edge,"Green Bay, Wisconsin"
HB9JVS82T2,O1822148,Referral,79,No,3,21-Jun,C0094,O1822148,Banner,No,No,No,0,0,UE5Xi,O1822148,1P Audience,46,Male,182632,Linux,Laptop,Mozilla Firefox,"Madison, Wisconsin"
A6BRPU4GWI,P9573334,Paid Search,486,No,4,21-Sep,C0183,P9573334,Banner,Yes,Yes,Yes,586,672,UU54K,P9573334,1P Audience,54,Female,163170,iOS,Smartphone,Safari,"Madison, Wisconsin"
O0PUNLIHDN,P2894779,Display,104,No,1,21-Oct,C0247,P2894779,Carousel,Yes,No,No,189,0,Uyx36,P2894779,3P Audience,38,Male,89377,macOS,Desktop,Microsoft Edge,"Milwaukee, Wisconsin"
0UJRR3HXXY,O9818497,Direct,64,Yes,3,21-Dec,C0172,O9818497,Banner,No,No,No,0,0,USlyT,O9818497,Custom Audience,39,Male,89036,Android,Tablet,Microsoft Edge,"Milwaukee, Wisconsin"
ILP3IP1OIF,O3968173,SEO,110,No,1,21-Jun,C0147,O3968173,Banner,Yes,No,No,0,0,UU9jv,O3968173,3P Audience,28,Female,66350,iOS,Tablet,Safari,"Milwaukee, Wisconsin"
ZY84O0XBRM,P2026145,Display,350,No,4,21-Aug,C0221,P2026145,Carousel,Yes,Yes,Yes,778,183,U53KY,P2026145,3P Audience,38,Female,91642,Android,Smartphone,Microsoft Edge,"Madison, Wisconsin"
9VSPZJH2UM,P6032027,Display,65,No,3,21-Aug,C0201,P6032027,Video,Yes,Yes,No,368,0,UQjii,P6032027,3P Audience,17,Female,48482,Windows,Desktop,Microsoft Edge,"Madison, Wisconsin"
31TCGS6HJV,O9368547,Referral,168,No,1,21-Dec,C0208,O9368547,Carousel,No,No,No,0,0,UFsWY,O9368547,Custom Audience,45,Female,99929,Linux,Laptop,Mozilla Firefox,"Green Bay, Wisconsin"
ZGUQJE7VUZ,O5773144,Referral,159,No,1,21-Apr,C0015,O5773144,Video,Yes,No,No,0,0,UKj2K,O5773144,Custom Audience,34,Male,77145,Windows,Laptop,Microsoft Edge,"Madison, Wisconsin"
2E8FNPUYQH,P2520204,Display,484,No,6,21-Mar,C0080,P2520204,Video,Yes,Yes,Yes,796,878,UHq4r,P2520204,Custom Audience,26,Female,70443,Windows,Laptop,Microsoft Edge,"Madison, Wisconsin"
UQ84KG8OLM,P3771374,Paid Search,60,Yes,2,21-Jan,C0183,P3771374,Carousel,Yes,Yes,No,573,0,UrGRL,P3771374,3P Audience,44,Male,88620,macOS,Desktop,Microsoft Edge,"Madison, Wisconsin"
UICD2GYQEO,P8366642,Paid Search,345,No,5,21-Apr,C0042,P8366642,Carousel,Yes,Yes,Yes,556,549,UU54K,P8366642,1P Audience,54,Female,163170,iOS,Tablet,Safari,"Milwaukee, Wisconsin"
5C29ZU2G6Q,O8645143,Direct,149,No,1,21-Apr,C0110,O8645143,Banner,Yes,No,No,0,0,UaYZh,O8645143,Custom Audience,23,Female,59360,macOS,Laptop,Microsoft Edge,"Milwaukee, Wisconsin"
H3ZP38VGHJ,P6821166,Display,105,Yes,3,21-Sep,C0106,P6821166,Video,Yes,No,No,612,0,UBNoy,P6821166,3P Audience,16,Female,59934,macOS,Desktop,Microsoft Edge,"Madison, Wisconsin"
BN6MP2OPIS,O8336130,Direct,120,Yes,1,21-Mar,C0031,O8336130,Banner,Yes,Yes,No,0,0,U4zHy,O8336130,1P Audience,53,Female,185794,Android,Smartphone,Microsoft Edge,"Madison, Wisconsin"
OLDTG3J0XJ,O7034515,Referral,140,No,2,21-Jan,C0035,O7034515,Carousel,No,No,No,0,0,USlyT,O7034515,3P Audience,39,Male,89036,Windows,Desktop,Microsoft Edge,"Madison, Wisconsin"
IDUVZI0QRJ,O2581118,Direct,76,No,1,21-Apr,C0169,O2581118,Banner,No,No,No,0,0,Unrzo,O2581118,3P Audience,42,Female,103250,iOS,Tablet,Safari,"Milwaukee, Wisconsin"
OH2NE02FY5,O2742210,Referral,119,Yes,3,21-Dec,C0127,O2742210,Banner,No,No,No,0,0,UTui2,O2742210,3P Audience,21,Male,52773,Windows,Desktop,Microsoft Edge,"Green Bay, Wisconsin"
CC0L6GAD7Y,O3125497,Referral,98,Yes,1,21-Apr,C0193,O3125497,Banner,Yes,No,No,0,0,U0Cg4,O3125497,1P Audience,17,Female,47569,Windows,Desktop,Microsoft Edge,"Green Bay, Wisconsin"
B34XJCSEPB,P2315077,Display,116,No,3,21-Oct,C0172,P2315077,Carousel,Yes,No,No,468,0,UaLbp,P2315077,Custom Audience,36,Female,104828,Windows,Desktop,Microsoft Edge,"Madison, Wisconsin"
2JU0N74JDT,P3279309,Paid Search,137,Yes,1,21-Mar,C0157,P3279309,Banner,No,No,No,311,0,UaYZh,P3279309,Custom Audience,23,Female,59360,iOS,Tablet,Safari,"Milwaukee, Wisconsin"
QYY8F9YW7T,P3345367,Paid Search,61,No,3,21-Oct,C0060,P3345367,Video,No,No,No,713,0,Udr8e,P3345367,1P Audience,29,Female,60925,Windows,Desktop,Microsoft Edge,"Milwaukee, Wisconsin"
GROPG0YMAX,P7877093,Display,410,No,5,21-Jul,C0030,P7877093,Banner,Yes,Yes,Yes,841,783,Uyx36,P7877093,3P Audience,38,Male,89377,Android,Smartphone,Microsoft Edge,"Madison, Wisconsin"
ZKZ644XYHI,O4620059,SEO,119,Yes,1,21-Jan,C0137,O4620059,Banner,Yes,No,No,0,0,Uvwjc,O4620059,Custom Audience,25,Female,40265,iOS,Tablet,Safari,"Milwaukee, Wisconsin"
IT5B8ATU03,P4949462,Paid Search,310,No,5,21-Dec,C0129,P4949462,Carousel,Yes,Yes,Yes,635,382,UBk2v,P4949462,Custom Audience,52,Male,187511,Android,Tablet,Microsoft Edge,"Madison, Wisconsin"
FR6I9M85S2,O1715057,SEO,178,No,2,21-Oct,C0016,O1715057,Carousel,No,No,No,0,0,UgpBw,O1715057,3P Audience,47,Female,145971,iOS,Smartphone,Safari,"Green Bay, Wisconsin"
0JIK3X674J,P6155819,Display,75,No,3,21-Jul,C0127,P6155819,Video,No,No,No,244,0,UE5Xi,P6155819,1P Audience,46,Male,182632,Android,Tablet,Microsoft Edge,"Madison, Wisconsin"
GOHA2A01GB,P5234385,Display,67,No,2,21-May,C0185,P5234385,Banner,No,No,No,344,0,UrNNV,P5234385,Custom Audience,31,Male,65221,Linux,Laptop,Mozilla Firefox,"Green Bay, Wisconsin"
VNHCXCN2DN,P3999803,Display,169,No,1,21-Apr,C0102,P3999803,Video,No,No,No,703,0,UQAfT,P3999803,Custom Audience,29,Male,70093,iOS,Smartphone,Safari,"Milwaukee, Wisconsin"
WO12ETL9PH,P7823015,Paid Search,138,Yes,2,21-Nov,C0112,P7823015,Banner,No,No,No,343,0,UiFrE,P7823015,Custom Audience,50,Male,183901,macOS,Desktop,Microsoft Edge,"Milwaukee, Wisconsin"
1G4DMNBUI2,O5112078,SEO,368,No,6,21-Oct,C0160,O5112078,Video,Yes,Yes,Yes,0,116,UD1Ri,O5112078,3P Audience,48,Female,136937,iOS,Tablet,Safari,"Green Bay, Wisconsin"
IPOMEZ1FC4,O2861943,Direct,143,No,2,21-Dec,C0011,O2861943,Carousel,Yes,Yes,No,0,0,Uc0Ek,O2861943,1P Audience,41,Male,103374,Linux,Laptop,Mozilla Firefox,"Madison, Wisconsin"
ZEJXKRTJ9T,O1124739,Direct,147,No,3,21-May,C0137,O1124739,Video,Yes,No,No,0,0,UK5y3,O1124739,Custom Audience,48,Female,175995,Windows,Desktop,Microsoft Edge,"Madison, Wisconsin"
87WO33YKFS,O9184724,Referral,171,No,2,21-Feb,C0191,O9184724,Carousel,No,No,No,0,0,U9jrj,O9184724,1P Audience,18,Female,58272,macOS,Desktop,Microsoft Edge,"Madison, Wisconsin"
GX23MRG4AD,O5300268,Referral,82,No,2,21-Oct,C0242,O5300268,Carousel,Yes,No,No,0,0,U4S9V,O5300268,Custom Audience,37,Female,80724,iOS,Smartphone,Safari,"Milwaukee, Wisconsin"
5UUMYBGBNF,O4674310,Referral,129,No,1,21-Dec,C0047,O4674310,Video,Yes,No,No,0,0,U4TUk,O4674310,1P Audience,34,Male,72749,Windows,Desktop,Microsoft Edge,"Milwaukee, Wisconsin"
B2562GYE2M,O5120146,Referral,429,No,6,21-Jun,C0108,O5120146,Banner,Yes,Yes,Yes,0,703,UThyd,O5120146,1P Audience,51,Male,199831,Android,Smartphone,Microsoft Edge,"Milwaukee, Wisconsin"
M6ARES7RGR,P1114613,Paid Search,84,No,2,21-Oct,C0070,P1114613,Carousel,Yes,No,No,805,0,UOLDx,P1114613,1P Audience,20,Male,40641,iOS,Tablet,Safari,"Milwaukee, Wisconsin"
NRDC7F2CVB,O2722474,Direct,110,Yes,1,21-Apr,C0130,O2722474,Carousel,Yes,Yes,No,0,0,UX4ql,O2722474,3P Audience,39,Male,108333,Linux,Laptop,Mozilla Firefox,"Green Bay, Wisconsin"
8AX3HVMITJ,O4971431,Referral,150,Yes,3,21-Jul,C0240,O4971431,Banner,No,No,No,0,0,Uqqyq,O4971431,1P Audience,44,Female,100187,Android,Smartphone,Microsoft Edge,"Huntington, West Virginia"
PJGI026TNI,P7021244,Display,508,No,6,21-Oct,C0015,P7021244,Carousel,Yes,Yes,Yes,360,248,UKppG,P7021244,Custom Audience,24,Male,44469,Linux,Laptop,Mozilla Firefox,"Huntington, West Virginia"
9RS713QLCD,P7908435,Display,72,No,2,21-Jul,C0145,P7908435,Video,Yes,No,No,291,0,UW6GK,P7908435,1P Audience,28,Female,67701,macOS,Desktop,Microsoft Edge,"Huntington, West Virginia"
K3A0SFHGTB,O8336938,Direct,162,Yes,2,21-Apr,C0114,O8336938,Carousel,Yes,Yes,No,0,0,UAa1P,O8336938,Custom Audience,18,Male,44182,iOS,Tablet,Safari,"Morgantown, West Virginia"
OT47MB5ZOY,P6601018,Paid Search,143,No,3,21-Dec,C0208,P6601018,Video,Yes,Yes,No,313,0,UPX2W,P6601018,Custom Audience,22,Female,55258,macOS,Laptop,Microsoft Edge,"Huntington, West Virginia"
6HDH5YOG0E,P2093556,Display,169,No,1,21-Dec,C0131,P2093556,Banner,Yes,No,No,288,0,UgAwk,P2093556,Custom Audience,30,Male,61584,macOS,Desktop,Microsoft Edge,"Charleston, West Virginia"
UMI1G298BH,O3366346,Referral,167,Yes,3,21-Aug,C0065,O3366346,Banner,Yes,Yes,No,0,0,UoJoW,O3366346,1P Audience,38,Female,106631,macOS,Laptop,Microsoft Edge,"Morgantown, West Virginia"
UCDMPRQMDX,O8144438,SEO,84,No,3,21-Dec,C0034,O8144438,Video,No,No,No,0,0,UNtLC,O8144438,3P Audience,28,Male,67823,Windows,Laptop,Microsoft Edge,"Morgantown, West Virginia"
S8NXR64KYH,O5378002,SEO,61,Yes,3,21-Nov,C0037,O5378002,Carousel,Yes,No,No,0,0,UGJpA,O5378002,3P Audience,38,Male,104477,iOS,Tablet,Safari,"Huntington, West Virginia"
APJA2RVGZF,O6493534,Direct,127,No,3,21-Dec,C0081,O6493534,Video,No,No,No,0,0,URioX,O6493534,Custom Audience,39,Female,107092,iOS,Tablet,Safari,"Morgantown, West Virginia"
6KETAG80ZV,O3773301,SEO,82,No,2,21-Apr,C0125,O3773301,Banner,No,No,No,0,0,UE5Xi,O3773301,1P Audience,46,Male,182632,iOS,Smartphone,Safari,"Morgantown, West Virginia"
ZBAZY17IFW,O9996566,Referral,158,No,3,21-Oct,C0149,O9996566,Video,No,No,No,0,0,UtUjx,O9996566,1P Audience,18,Female,51362,macOS,Desktop,Microsoft Edge,"Huntington, West Virginia"
QOYN8W4V3J,P9049981,Display,60,No,2,21-Mar,C0181,P9049981,Carousel,No,No,No,856,0,U1v65,P9049981,1P Audience,53,Male,184452,Android,Tablet,Microsoft Edge,"Morgantown, West Virginia"
25GHW7KYUF,P3949277,Paid Search,93,Yes,3,21-Nov,C0009,P3949277,Carousel,Yes,Yes,No,138,0,UMRZO,P3949277,1P Audience,27,Male,69615,Android,Smartphone,Microsoft Edge,"Huntington, West Virginia"
QSVKKAD4CG,P4407619,Paid Search,517,No,5,21-Sep,C0218,P4407619,Video,Yes,Yes,Yes,162,422,UFPs0,P4407619,1P Audience,49,Female,137763,iOS,Tablet,Safari,"Morgantown, West Virginia"
VCT1DDBFST,P4070801,Paid Search,139,No,1,21-Apr,C0124,P4070801,Banner,Yes,Yes,No,172,0,U5ffd,P4070801,1P Audience,32,Male,78629,iOS,Smartphone,Safari,"Huntington, West Virginia"
6NFNJHGL8M,P7889172,Paid Search,157,No,3,21-Feb,C0091,P7889172,Carousel,Yes,Yes,No,848,0,UAXcH,P7889172,Custom Audience,24,Female,57718,Android,Tablet,Microsoft Edge,"Charleston, West Virginia"
48C1Q5T77F,P9164002,Display,85,No,2,21-Oct,C0062,P9164002,Video,Yes,No,No,247,0,UJ8ER,P9164002,1P Audience,32,Female,63967,Android,Smartphone,Microsoft Edge,"Charleston, West Virginia"
BNAJO7B0P3,O3205555,Referral,162,No,3,21-Apr,C0059,O3205555,Video,No,No,No,0,0,U0fGe,O3205555,3P Audience,30,Male,67652,Android,Tablet,Microsoft Edge,"Huntington, West Virginia"
27AUOUIL0Y,P1928748,Paid Search,168,No,1,21-Jul,C0125,P1928748,Video,No,No,No,887,0,UrNNV,P1928748,3P Audience,31,Male,65221,iOS,Smartphone,Safari,"Charleston, West Virginia"
73J2A80JKY,O9445656,Referral,91,Yes,1,21-Jun,C0006,O9445656,Carousel,Yes,No,No,0,0,USbQW,O9445656,3P Audience,32,Female,75519,iOS,Tablet,Safari,"Huntington, West Virginia"
BGTOK7S6OA,O2987487,Direct,450,No,5,21-Jul,C0083,O2987487,Banner,Yes,Yes,Yes,0,550,UZpS5,O2987487,Custom Audience,36,Male,110206,Linux,Laptop,Mozilla Firefox,"Huntington, West Virginia"
VIK1KMPMOC,P4661598,Display,178,No,3,21-Feb,C0077,P4661598,Carousel,No,No,No,217,0,UrNhf,P4661598,Custom Audience,41,Male,82216,Android,Smartphone,Microsoft Edge,"Charleston, West Virginia"
EH5I28O5EH,P8327732,Paid Search,138,No,2,21-Oct,C0081,P8327732,Banner,Yes,No,No,168,0,UgPdD,P8327732,3P Audience,24,Female,57983,Android,Smartphone,Microsoft Edge,"Huntington, West Virginia"
G0GZKDFML2,P2641433,Paid Search,471,No,6,21-Oct,C0171,P2641433,Video,Yes,Yes,Yes,880,477,Uvik7,P2641433,3P Audience,30,Male,68620,iOS,Tablet,Safari,"Huntington, West Virginia"
696UH720JM,O9666687,SEO,70,No,3,21-Apr,C0034,O9666687,Carousel,Yes,Yes,No,0,0,UCYoL,O9666687,3P Audience,17,Male,46298,macOS,Desktop,Microsoft Edge,"Huntington, West Virginia"
T4WK18FRX1,O5516906,Direct,371,No,4,21-Nov,C0249,O5516906,Video,Yes,Yes,Yes,0,780,UmbS1,O5516906,1P Audience,29,Female,65746,Windows,Laptop,Microsoft Edge,"Huntington, West Virginia"
BKLYO0SKVB,O1805310,Referral,174,No,3,21-Apr,C0054,O1805310,Video,Yes,No,No,0,0,UFsWY,O1805310,3P Audience,45,Female,99929,iOS,Tablet,Safari,"Huntington, West Virginia"
R70PNNB0H1,O6029173,Direct,172,No,2,21-May,C0045,O6029173,Video,No,No,No,0,0,Uyx36,O6029173,3P Audience,38,Male,89377,Windows,Desktop,Microsoft Edge,"Charleston, West Virginia"
3QE4RUP8XO,O3806157,SEO,88,No,3,21-Jan,C0203,O3806157,Carousel,Yes,No,No,0,0,UqcfI,O3806157,3P Audience,17,Female,58361,macOS,Laptop,Microsoft Edge,"Morgantown, West Virginia"
VZQ986V9B5,O3027312,Referral,160,No,1,21-Aug,C0222,O3027312,Video,Yes,Yes,No,0,0,UCII5,O3027312,1P Audience,30,Female,63769,Android,Smartphone,Microsoft Edge,"Huntington, West Virginia"
EU9H8GCKWD,P8041034,Paid Search,139,No,3,21-Jan,C0232,P8041034,Video,Yes,No,No,852,0,UjUgD,P8041034,3P Audience,55,Male,152843,Windows,Laptop,Microsoft Edge,"Huntington, West Virginia"
IE73GQ0IHS,O5776590,Direct,102,Yes,1,21-Aug,C0143,O5776590,Carousel,Yes,Yes,No,0,0,U0HhS,O5776590,1P Audience,38,Male,87120,Android,Tablet,Microsoft Edge,"Morgantown, West Virginia"
HIIQEBL662,O2659444,SEO,97,Yes,1,21-Aug,C0154,O2659444,Banner,Yes,Yes,No,0,0,U8p9m,O2659444,Custom Audience,26,Female,66560,Android,Smartphone,Microsoft Edge,"Huntington, West Virginia"
AM475FMBAO,P7739044,Paid Search,105,No,2,21-Nov,C0147,P7739044,Carousel,Yes,No,No,474,0,UeRvg,P7739044,1P Audience,36,Female,89001,Android,Smartphone,Microsoft Edge,"Huntington, West Virginia"
7P0QBGLXPS,O7055220,Direct,142,No,2,21-Jan,C0176,O7055220,Carousel,Yes,No,No,0,0,UKi2E,O7055220,3P Audience,44,Male,84781,Android,Smartphone,Microsoft Edge,"Huntington, West Virginia"
YX88DOI2BJ,P5682407,Display,138,No,1,21-Apr,C0221,P5682407,Video,Yes,Yes,No,565,0,UOTAt,P5682407,Custom Audience,45,Female,115071,Windows,Desktop,Microsoft Edge,"Morgantown, West Virginia"
YNBER9TJZ8,P7255829,Display,322,No,4,21-Aug,C0074,P7255829,Video,Yes,Yes,Yes,345,95,U0HhS,P7255829,1P Audience,38,Male,87120,macOS,Laptop,Microsoft Edge,"Charleston, West Virginia"
9VTTDUCMIV,O6253280,Direct,562,No,6,21-Mar,C0229,O6253280,Carousel,Yes,Yes,Yes,0,680,UrGRL,O6253280,3P Audience,44,Male,88620,macOS,Desktop,Microsoft Edge,"Morgantown, West Virginia"
0946W7X36L,P4552383,Display,158,Yes,1,21-Feb,C0192,P4552383,Banner,No,No,No,668,0,UKCJA,P4552383,Custom Audience,19,Male,41580,macOS,Laptop,Microsoft Edge,"Morgantown, West Virginia"
9VVEW0TZ68,O5268289,Direct,73,Yes,3,21-Jul,C0038,O5268289,Banner,Yes,No,No,0,0,UaNPk,O5268289,1P Audience,37,Male,109737,Android,Smartphone,Microsoft Edge,"Huntington, West Virginia"
3SCTSIATHL,P3232918,Paid Search,94,No,2,21-May,C0180,P3232918,Banner,No,No,No,381,0,UJ7Ex,P3232918,Custom Audience,30,Female,60545,Android,Tablet,Microsoft Edge,"Charleston, West Virginia"
HK56OKU6SW,O4521160,Referral,78,No,3,21-Aug,C0213,O4521160,Video,Yes,No,No,0,0,UieXR,O4521160,1P Audience,52,Male,156076,macOS,Desktop,Microsoft Edge,"Charleston, West Virginia"
9T1BWUU8IW,O2531187,Direct,151,Yes,2,21-Mar,C0107,O2531187,Carousel,No,No,No,0,0,U0TSI,O2531187,3P Audience,48,Female,167625,Windows,Laptop,Microsoft Edge,"Morgantown, West Virginia"
MNQRZLHZRF,O7426736,Direct,105,Yes,1,21-Jan,C0177,O7426736,Carousel,Yes,Yes,No,0,0,UU9jv,O7426736,3P Audience,28,Female,66350,iOS,Smartphone,Safari,"Morgantown, West Virginia"
2YMYCHF6E9,P9442671,Paid Search,96,No,2,21-Mar,C0065,P9442671,Video,Yes,No,No,404,0,UfZ7e,P9442671,3P Audience,33,Female,78800,Android,Smartphone,Microsoft Edge,"Morgantown, West Virginia"
L1DLZ1NH6F,P4526035,Paid Search,143,No,1,21-Apr,C0075,P4526035,Carousel,No,No,No,597,0,UGSmF,P4526035,3P Audience,21,Male,40466,Windows,Desktop,Microsoft Edge,"Charleston, West Virginia"
0QY7GT97RB,O9134108,Direct,144,No,2,21-Sep,C0045,O9134108,Banner,No,No,No,0,0,UnuUa,O9134108,3P Audience,55,Male,179396,iOS,Tablet,Safari,"Charleston, West Virginia"
4HHVMFM6AS,P3233941,Display,572,No,5,21-May,C0056,P3233941,Carousel,Yes,Yes,Yes,686,853,UOSQm,P3233941,Custom Audience,46,Male,152878,macOS,Desktop,Microsoft Edge,"Morgantown, West Virginia"
B98WQGOE63,O3753302,Referral,340,No,6,21-May,C0084,O3753302,Carousel,Yes,Yes,Yes,0,277,UTui2,O3753302,Custom Audience,21,Male,52773,Windows,Desktop,Microsoft Edge,"Morgantown, West Virginia"
70T4PK2GEY,O4904336,Referral,99,No,3,21-Jul,C0015,O4904336,Video,No,No,No,0,0,UTui2,O4904336,3P Audience,21,Male,52773,iOS,Tablet,Safari,"Charleston, West Virginia"
BY94Y2775P,P3122512,Display,135,No,1,21-Nov,C0155,P3122512,Video,Yes,No,No,317,0,UXPcv,P3122512,3P Audience,50,Female,122935,iOS,Tablet,Safari,"Huntington, West Virginia"
KOG5HVZZ5T,P2789805,Paid Search,139,No,1,21-Mar,C0066,P2789805,Banner,Yes,No,No,366,0,UqcfI,P2789805,Custom Audience,17,Female,58361,Linux,Laptop,Mozilla Firefox,"Huntington, West Virginia"
GJVFBPR6RB,P6298977,Paid Search,392,No,4,21-Dec,C0178,P6298977,Banner,Yes,Yes,Yes,797,461,UeRvg,P6298977,1P Audience,36,Female,89001,macOS,Desktop,Microsoft Edge,"Charleston, West Virginia"
E4TU963HXP,P9658106,Paid Search,427,No,6,21-Sep,C0181,P9658106,Carousel,Yes,Yes,Yes,245,136,Uqqyq,P9658106,1P Audience,44,Female,100187,iOS,Smartphone,Safari,"Huntington, West Virginia"
OU7AHDZUVJ,O2830202,Referral,124,Yes,3,21-Aug,C0066,O2830202,Banner,No,No,No,0,0,UmpVf,O2830202,1P Audience,26,Female,76584,macOS,Desktop,Microsoft Edge,"Morgantown, West Virginia"
M7VRD4GC7Q,P4413376,Paid Search,65,Yes,3,21-Feb,C0203,P4413376,Carousel,Yes,No,No,230,0,U61fv,P4413376,1P Audience,51,Female,160777,Windows,Desktop,Microsoft Edge,"Charleston, West Virginia"
IJ67HQXR8S,O2828373,Referral,166,Yes,3,21-Oct,C0015,O2828373,Video,No,No,No,0,0,UaJEU,O2828373,1P Audience,42,Female,109696,iOS,Smartphone,Safari,"Huntington, West Virginia"
A6LSEUEURF,O4835566,Direct,179,Yes,1,21-May,C0162,O4835566,Banner,Yes,No,No,0,0,U45Rr,O4835566,3P Audience,34,Female,60455,macOS,Desktop,Microsoft Edge,"Morgantown, West Virginia"
YCPR4RYZX4,P9341676,Paid Search,133,No,3,21-Apr,C0066,P9341676,Video,No,No,No,237,0,UqwFW,P9341676,3P Audience,54,Female,193818,Android,Tablet,Microsoft Edge,"Charleston, West Virginia"
N9DLZKHYTG,O2842710,Direct,161,No,2,21-Sep,C0187,O2842710,Video,No,No,No,0,0,UGIgu,O2842710,Custom Audience,28,Female,64079,Android,Smartphone,Microsoft Edge,"Charleston, West Virginia"
HN113SRD13,P2224881,Paid Search,476,No,6,21-Sep,C0230,P2224881,Carousel,Yes,Yes,Yes,881,473,U3ffs,P2224881,3P Audience,17,Female,48648,iOS,Tablet,Safari,"Charleston, West Virginia"
D3AV7UG9V7,O8580669,SEO,300,No,5,21-Dec,C0160,O8580669,Banner,Yes,Yes,Yes,0,661,Uvik7,O8580669,Custom Audience,30,Male,68620,iOS,Smartphone,Safari,"Charleston, West Virginia"
9Y7NJMVFVK,P8060305,Display,115,No,1,21-Dec,C0167,P8060305,Video,Yes,No,No,798,0,UBk2v,P8060305,3P Audience,52,Male,187511,Windows,Desktop,Microsoft Edge,"Charleston, West Virginia"
2EV9CKQTS2,O1840537,Direct,110,No,1,21-Oct,C0031,O1840537,Banner,No,No,No,0,0,U9bxr,O1840537,Custom Audience,44,Female,113262,iOS,Smartphone,Safari,"Huntington, West Virginia"
1GZS73BVZD,P2380904,Display,105,Yes,2,21-Dec,C0156,P2380904,Video,Yes,No,No,778,0,UfWBe,P2380904,1P Audience,34,Female,65053,macOS,Desktop,Microsoft Edge,"Morgantown, West Virginia"
J2BLQC5WRT,O9130872,Direct,175,No,3,21-Jun,C0092,O9130872,Banner,No,No,No,0,0,UuQZk,O9130872,3P Audience,55,Female,172899,iOS,Smartphone,Safari,"Morgantown, West Virginia"
MVL4PV4CCK,P4317861,Paid Search,464,No,5,21-Feb,C0099,P4317861,Banner,Yes,Yes,Yes,654,817,UidXi,P4317861,1P Audience,31,Male,78706,iOS,Smartphone,Safari,"Morgantown, West Virginia"
